Question Report,,,,,
307,I am not sure my name is showing. I do not see it displayed anywhere. Kaitlyn (Katie) Ruba,Kaitlyn Ruba,'-,I am not sure my name is showing. I do not see it displayed anywhere. Kaitlyn (Katie) Ruba,Kaitlyn Ruba
308,Hello,Dirit Sanghani,'-,Hello,Dirit Sanghani
309,Good morning,Corey Clark,'-,,
310,Good morning is there anything showing on the screen or any audio?,Raymond Riley,'-,Good morning is there anything showing on the screen or any audio?,Raymond Riley
311,Hi,Param Bakhshish DHILLON,'-,Hi,Param Bakhshish DHILLON
312,Good morning,Heather Burnett,'-,Good morning,Heather Burnett
313,Is my name visible to the class?,musha.daud,'-,Is my name visible to the class?,musha.daud
314,Hello!,Peggy Sanchez,'-,Hello!,Peggy Sanchez
315,Good Morning,Tadessa Harper-Nichols,'-,Good Morning,Tadessa Harper-Nichols
316,Janise Collins,Janise Collins,'-,Janise Collins,Janise Collins
317,joined through percipio,Nivedita Sinha,'-,joined through percipio,Nivedita Sinha
318,How can I add the meeting for the complete week in my calendar?,Debiel Corina Pascual,'-,How can I add the meeting for the complete week in my calendar?,Debiel Corina Pascual
318,How can I add the meeting for the complete week in my calendar?,Debiel Corina Pascual,'-,"You can also access the calendar notifications directly from the Live Course within the Bootcamp Channel and save them to your preferred email client.

To locate the calendar notifications in Percipio, please follow the below steps:
1. Log into Percipio
2. Select Library > Showcase > Skillsoft Bootcamps > Project Management Bootcamps
3. Select the Project Management Professional (PMP) ATP Bootcamp: 5 Day  Cohort channel
4. Select the 'Attend' tab
5. Select 'Learn More and Register'
6. On the Live Course page there is an option to 'Add to Calendar'.",Eian Clair
319,I am having audio issues,Jose Magana,'-,I am having audio issues,Jose Magana
319,I am having audio issues,Jose Magana,'-,"If your audio is not working, please try refreshing your browser window. If the issue persists, please try connecting via Zoom directly using the below information. 

Zoom Link:  
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09

Passcode: 424428",Eian Clair
320,Good morning!,John Taylor,'-,Good morning!,John Taylor
321,Name check for attendance ,Shanina Guyton,'-,Name check for attendance ,Shanina Guyton
322,zoom info can be found in the phone call area,John Erwood,'-,,
323,Good morning. Just trying to ensure my name shows up correctly for attendence purposes. Is it showing Nasaria Hodge? How is that taken?,Nasaria Hodge,'-,Good morning. Just trying to ensure my name shows up correctly for attendence purposes. Is it showing Nasaria Hodge? How is that taken?,Nasaria Hodge
324,Good morning,Peter Simunovich,'-,,
325,Name check.,Vicki Muth,'-,Name check.,Vicki Muth
326,Great day,Maudra Brown,'-,Great day,Maudra Brown
327,test,Anders Berg,'-,,
328,Good morning all,Dezi King,'-,,
329,Test,Balpreet Kaur,'-,Test,Balpreet Kaur
330,I see nothing,Jason Ronsse,'-,I see nothing,Jason Ronsse
330,I see nothing,Jason Ronsse,'-,"Usually refreshing your browser will resolve any technical issues. However, if the issue persists, please try connecting using the below information. 

Zoom Link:  
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09

Passcode: 424428",Eian Clair
331,Iam unable to hear anything ,Juan Cando,'-,Iam unable to hear anything ,Juan Cando
331,Iam unable to hear anything ,Juan Cando,'-,"If you are having audio issues you may want to try reconnecting or you may want to try dialing in by phone for audio.

Or One tap mobile : 
    US: +16469313860,,93856860131#,,,,*424428#  or +16694449171,,93856860131#,,,,*424428# 
Or Telephone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 646 931 3860  or +1 669 444 9171  or +1 669 900 6833  or +1 689 278 1000  or +1 719 359 4580  or +1 253 205 0468  or +1 253 215 8782  or +1 301 715 8592  or +1 305 224 1968  or +1 309 205 3325  or +1 312 626 6799  or +1 346 248 7799  or +1 360 209 5623  or +1 386 347 5053  or +1 408 638 0968  or +1 507 473 4847  or +1 564 217 2000  or +1 646 876 9923 
Webinar ID: 938 5686 0131
Passcode: 424428
    International numbers available: https://skillsoftbootcamp.zoom.us/u/axFZR5Sug",Carl Mullin
332,Good morning,Jacob Connell,'-,Good morning,Jacob Connell
333,Good morning/afternoon,Marcin Bieganski,'-,Good morning/afternoon,Marcin Bieganski
334,Name check,Charles Matallana,'-,Name check,Charles Matallana
335,Good morning from New Hampshire,Amy Sullivan,'-,Good morning from New Hampshire,Amy Sullivan
336,Yes,Vinoth Janarthanam,'-,Yes,Vinoth Janarthanam
337,Good morning,Kim Duhon,'-,Good morning,Kim Duhon
338,good morning,Chuc Nguyen,'-,good morning,Chuc Nguyen
339,Good morning!,Matthew Cereola,'-,Good morning!,Matthew Cereola
340,Name check pls. Should be Jennifer Dobbs,DOBBS# Jennifer Christine Fajardo,'-,,
341,.,Ricardo Mello,'-,.,Ricardo Mello
342,hi,Adil Kerimov,'-,hi,Adil Kerimov
343,cannot hear,Michael Schutte,'-,cannot hear,Michael Schutte
344,"Hello, Name Check!",Jaspreet Singh,'-,"Hello, Name Check!",Jaspreet Singh
345,what is the zoom link?,Benjamin Guardenier,'-,what is the zoom link?,Benjamin Guardenier
345,what is the zoom link?,Benjamin Guardenier,'-,"Zoom Link:  
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09

Passcode: 424428",Eian Clair
346,What do we do incase we are logged off for some reason? ,SUMOHA MIN,'-,What do we do incase we are logged off for some reason? ,SUMOHA MIN
346,What do we do incase we are logged off for some reason? ,SUMOHA MIN,'-,"If you are having connectivity issues, black/blank screen, audio issues, and so on due to Percipo you want join Zoom directly, stayed logged with Zoom, and then log in to Percipio. You can be logged in to both at the same time.

Desktop client:

Webinar ID: 938 5686 0131
Passcode: 424428

Or you can use the Web link:
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09
Passcode: 424428

Also, if you are a Percipio user with this issue, please advise Customer Support https://support.skillsoft.com/bootcamps",Carl Mullin
347,How is attendance taken?,Tiffanie Vo,'-,How is attendance taken?,Tiffanie Vo
347,How is attendance taken?,Tiffanie Vo,'-,Through Zoom and by you manually updating the attendance tracker.,Carl Mullin
348,Can you see my name?,Michael McComas# PMP,'-,Can you see my name?,Michael McComas# PMP
349,I've logged out and back in and I'm still not getting anything.  ,Chris Athanas,'-,I've logged out and back in and I'm still not getting anything.  ,Chris Athanas
349,I've logged out and back in and I'm still not getting anything.  ,Chris Athanas,'-,"Usually refreshing your browser will resolve any technical issues. However, if the issue persists, please try connecting using the below information. 


Zoom Link:  
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09

Passcode: 424428",Eian Clair
350,"If we need to step away for some urgent calls, how can we ensure to catch back the hours?",Meko Huang,'-,"If we need to step away for some urgent calls, how can we ensure to catch back the hours?",Meko Huang
350,"If we need to step away for some urgent calls, how can we ensure to catch back the hours?",Meko Huang,'-,"If you end up being absent for a large period of a session, you'll need to watch the session replay to make up for the attendance. 

Below is a link which can be used to access the session recordings for PMP ATP Bootcamp. Once on the GitHub page, download the excel by selecting the ‘Code’ button and then ‘Download ZIP’. 

In .zip folder you will find an Excel document which contains several worksheets, one for each Bootcamp cohort. The links and password to the recordings will be available in the worksheet. 

Links are updated on a daily basis, so revisit the link to download the updated Excel.
 
https://github.com/Skillsoft-Content/PMPReplay 
Password: pmpB00tcampReplay!",Eian Clair
351,test,Caitlyn Rymarchyk,'-,test,Caitlyn Rymarchyk
352,Good morning,Vinjamury Kanaka Satya Prasad,'-,Good morning,Vinjamury Kanaka Satya Prasad
353,Hello,Asmaa El Harrech,'-,Hello,Asmaa El Harrech
354,test,John Erwood,'-,,
355,I have no sound,Natasha Neysmith,'-,I have no sound,Natasha Neysmith
355,I have no sound,Natasha Neysmith,'-,"If you are having audio issues you may want to try reconnecting or you may want to try dialing in by phone for audio.

Or One tap mobile : 
    US: +16469313860,,93856860131#,,,,*424428#  or +16694449171,,93856860131#,,,,*424428# 
Or Telephone:
    Dial(for higher quality, dial a number based on your current location):
        US: +1 646 931 3860  or +1 669 444 9171  or +1 669 900 6833  or +1 689 278 1000  or +1 719 359 4580  or +1 253 205 0468  or +1 253 215 8782  or +1 301 715 8592  or +1 305 224 1968  or +1 309 205 3325  or +1 312 626 6799  or +1 346 248 7799  or +1 360 209 5623  or +1 386 347 5053  or +1 408 638 0968  or +1 507 473 4847  or +1 564 217 2000  or +1 646 876 9923 
Webinar ID: 938 5686 0131
Passcode: 424428
    International numbers available: https://skillsoftbootcamp.zoom.us/u/axFZR5Sug",Carl Mullin
356,Test,Connie Orange,'-,Test,Connie Orange
357,check my name also,Vijayanand Maindkar,'-,check my name also,Vijayanand Maindkar
358,Test,Jeff Schroeder,'-,Test,Jeff Schroeder
359,I logged out and came back in,Natasha Neysmith,'-,I logged out and came back in,Natasha Neysmith
359,I logged out and came back in,Natasha Neysmith,'-,Please note the times in your attendance tracker.,Carl Mullin
360,Switched to Zoom meeting per the link in the chat earlier. Shutting off other Edge window without the audio at this time.,Justin Reeves,'-,,
361,Are they presenting anything? I have a black screen.,David Bermudez,'-,Are they presenting anything? I have a black screen.,David Bermudez
361,Are they presenting anything? I have a black screen.,David Bermudez,'-,"If you are having connectivity issues, black/blank screen, audio issues, and so on due to Percipo you want join Zoom directly, stayed logged with Zoom, and then log in to Percipio. You can be logged in to both at the same time.

Desktop client:

Webinar ID: 938 5686 0131
Passcode: 424428

Or you can use the Web link:
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09
Passcode: 424428

Also, if you are a Percipio user with this issue, please advise Customer Support https://support.skillsoft.com/bootcamps",Carl Mullin
362,Checking in,Stephanie Ciabotti,'-,Checking in,Stephanie Ciabotti
363,test,Abbillyn Johnson,'-,test,Abbillyn Johnson
364,Good morning!,Amanda Rhames,'-,Good morning!,Amanda Rhames
365,"For Zoom, is this going to be the same link for the remaining days? Zoom is way better",DOBBS# Jennifer Christine Fajardo,'-,Yes,Carl Mullin
366,Will our certificates for the 35 hours be added to the resource tab on precipio?,Joeli Best,'-,Will our certificates for the 35 hours be added to the resource tab on precipio?,Joeli Best
366,Will our certificates for the 35 hours be added to the resource tab on precipio?,Joeli Best,'-,"The certificate will be generated and added to your Profile via the Activity History. Use the attendance tracker to keep track of your attendance manually, should Percipio fail to generate your certificate automatically, you can use teh attendance tracker to manually obtain your certificate of completion. 

To access your completion certificates within Percipio:
 
1. Log into Percipio
2. Select 'My Profile' then select 'Activity' 
3. On the Activity page, select “PMI PDU”
4. Locate the completed course(s) in the list 
5. From the More Actions column, select View Certificate. The certificate displays in your browser window. 
6. You can then download the PDF to your device via the browser controls

For your reference, you may find a video titled, 'PMP Bootcamp Attendance and Certificates of Completion' with step-by-step instructions in the Bootcamp channel under the 'Watch' tab. There is also a PDF version of the video available in the 'Resources' tab of the channel.",Eian Clair
367,How the attendance going to track? ,Arun Mysore mohan,'-,How the attendance going to track? ,Arun Mysore mohan
367,How the attendance going to track? ,Arun Mysore mohan,'-,"The Attendance Tracker document should be used by everyone and includes all the details on how to fill in your attendance with an example as well as when and where to upload it once you complete the Bootcamp. You can download the attendance tracker file ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process.docx"" from the following location by clicking the file and choosing Download.

https://github.com/Skillsoft-Content/PMP5Day/tree/main/5-Day%20Attendance%20and%20Certificates%20of%20Completion%20Info

If you are a Percipio user looking for the Attendance Tracker under Resources in Percipio it's called ""PMP Bootcamp 5-Day and 8-Day Attendance Tracker and Certificate Request Process"". Please scroll down the list under Resources.",Carl Mullin
368,test,Beshoi Kerolus,'-,test,Beshoi Kerolus
369,can anyone see my name? I just see zoom user,John Erwood,'-,"Just shows Zoom User. You can update your name when you join the session, if joining via the Zoom link. Try joining again using the below information :
Zoom Link:  
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09

Passcode: 424428",Eian Clair
370,Good Morning,Gary Paquin,'-,Good Morning,Gary Paquin
371,Good Morning ,Ravi Challa,'-,Good Morning ,Ravi Challa
372,test,David McRae,'-,test,David McRae
373,"Can you all see my name ""Job Ojo""?",Job Ojo,'-,"Can you all see my name ""Job Ojo""?",Job Ojo
374,I cant hear anything,Doug Stricklin,'-,I cant hear anything,Doug Stricklin
374,I cant hear anything,Doug Stricklin,'-,"Usually refreshing your browser will resolve any technical issues. However, if the issue persists, please try connecting using the below information. 

Zoom Link:  
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09

Passcode: 424428",Eian Clair
375,Are we provided Voucher for taking the exam at the end of bootcamp?,Rebecca Moses Dmello,'-,Are we provided Voucher for taking the exam at the end of bootcamp?,Rebecca Moses Dmello
375,Are we provided Voucher for taking the exam at the end of bootcamp?,Rebecca Moses Dmello,'-,"No voucher is provided by Skillsoft. Your company may reimburse you for the cost of a voucher, but you should follow up with your manager/supervisor or Human Resources (HR) department to learn more about that.",Eian Clair
376,They are working on the network in my area today so I may drop off briefly. ,William Deshong,'-,They are working on the network in my area today so I may drop off briefly. ,William Deshong
376,They are working on the network in my area today so I may drop off briefly. ,William Deshong,'-,"If you disconnect for a period of time, make note of this in your attendance tracker. If Percipio fails to generate a certificate, then you can still obtain the certificate via submitting the attendance tracker. For your reference, you may find a video titled, 'PMP Bootcamp Attendance and Certificates of Completion' with step-by-step instructions in the Bootcamp channel under the 'Watch' tab. There is also a PDF version of the video available in the 'Resources' tab of the channel.",Eian Clair
377,Mark E Morrow Jr,Mark Morrow,'-,Mark E Morrow Jr,Mark Morrow
378,Testt,Poneyboy Miller,'-,Testt,Poneyboy Miller
379,testing,Cecilio Ponce,'-,,
380,cannot hear the instruction,Michael Schutte,'-,cannot hear the instruction,Michael Schutte
380,cannot hear the instruction,Michael Schutte,'-,"Usually refreshing your browser will resolve any technical issues. However, if the issue persists, please try connecting using the below information. 

Zoom Link:  
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09

Passcode: 424428",Eian Clair
381,Good morning ,Kristy Oliver,'-,Good morning ,Kristy Oliver
382,Hi,Roy Garcia,'-,Hi,Roy Garcia
383,Good morning,Lida Rogich,'-,Good morning,Lida Rogich
384,test,Jane Huynh,'-,test,Jane Huynh
385,hi,Mahmoud Atwa,'-,hi,Mahmoud Atwa
386,cant see these,Ashwin Alphonso,'-,cant see these,Ashwin Alphonso
387,Test,Jeffrey Wheeler,'-,Test,Jeffrey Wheeler
388,not sure how i add my name,Mahmoud Atwa,'-,not sure how i add my name,Mahmoud Atwa
389,Can you see my camera?,Danilene Martines,'-,Can you see my camera?,Danilene Martines
389,Can you see my camera?,Danilene Martines,'-,only the instructor has access to mic/camera for this session.,Eian Clair
390,"Ugh, no audio or video...yikes. Calling the call-in number",Poneyboy Miller,'-,"Ugh, no audio or video...yikes. Calling the call-in number",Poneyboy Miller
390,"Ugh, no audio or video...yikes. Calling the call-in number",Poneyboy Miller,'-,"If you are having connectivity issues, black/blank screen, audio issues, and so on due to Percipo you want join Zoom directly, stayed logged with Zoom, and then log in to Percipio. You can be logged in to both at the same time.

Desktop client:

Webinar ID: 938 5686 0131
Passcode: 424428

Or you can use the Web link:
https://skillsoftbootcamp.zoom.us/j/93856860131?pwd=L0JON2ZXZHU0dEh2eENreWVLb3FKdz09
Passcode: 424428

Also, if you are a Percipio user with this issue, please advise Customer Support https://support.skillsoft.com/bootcamps",Carl Mullin
391,Checking to see if my name is visible.,Helen James,'-,Checking to see if my name is visible.,Helen James
392,I just want to make sure my name shows properly :) have a great session everyone!,Tamara Milojevic Harris,'-,I just want to make sure my name shows properly :) have a great session everyone!,Tamara Milojevic Harris
